,time,point,value
8534,08:00,POINT (-1777.62462494204 4572.214904226945),68
8535,08:00,POINT (-3381.2168676908827 5260.701648730456),68
8536,20:00,POINT (199.30074072700614 890.2474796102158),68
8537,21:00,POINT (-4574.588058437561 7362.077057098975),68
8538,06:00,POINT (600.1687578891527 1530.4524401615397),68
8539,14:00,POINT (599.564363466137 3627.3900277195653),68
8540,10:00,POINT (991.1818964994535 3757.957591507355),68
8541,08:00,POINT (-3809.5659330408735 5737.252974828851),68
8542,21:00,POINT (-4582.39247860098 4827.97280298465),68
8543,18:00,POINT (-226.67242909201875 3863.7685592568882),68
8544,11:00,POINT (-753.9404192101748 5463.993652445441),68
8545,23:00,POINT (-388.544701171866 5274.671154781031),68
8546,01:00,POINT (1011.6371106179822 4572.68963025417),68
8547,20:00,POINT (-4574.588058437561 7362.077057098975),68
8548,18:00,POINT (-2267.7493743788646 5028.4397363483195),68
8549,12:00,POINT (403.1495848862235 1039.0698968230122),68
8550,06:00,POINT (-219.1671197003837 5239.299403712798),68
8551,08:00,POINT (-1774.0073533619118 4052.620422758957),68
8552,20:00,POINT (-1703.8331328252648 1839.326639110795),68
8553,11:00,POINT (-1916.769014948041 4538.511548617083),68
8554,08:00,POINT (-994.5747002979143 4741.296341031029),68
8555,13:00,POINT (-3545.5254741490576 5584.080428681164),68
8556,21:00,POINT (-417.50580539630477 1764.048197531049),68
8557,20:00,POINT (1633.4086345568762 4461.730793578187),68
8558,17:00,POINT (2142.9119426448406 4759.893826417769),68
8559,01:00,POINT (2042.1063610730464 4363.877597548604),68
8560,06:00,POINT (-1672.6617353002493 4045.468253837507),68
8561,21:00,POINT (-2016.80144140617 4968.728757285944),68
8562,10:00,POINT (-3101.8650186177815 6617.408504396989),68
8563,23:00,POINT (-1530.0918788301894 5649.06197186827),68
8564,05:00,POINT (-713.1912937024488 1581.4161205086782),68
8565,22:00,POINT (-3272.1944726072365 6622.337829257592),68
8566,05:00,POINT (-4269.247756972058 5060.722786459932),68
8567,05:00,POINT (-701.0008806512359 6324.598703209237),68
8568,19:00,POINT (-3901.5443729895264 5968.751729468066),68
8569,00:00,POINT (-3780.0808063569525 7461.317081750914),68
8570,09:00,POINT (-2243.66749949008 5274.119637782862),68
8571,01:00,POINT (-1286.336077813878 3285.447656269636),68
8572,15:00,POINT (-1085.3312475748262 4441.541383344765),68
8573,02:00,POINT (-3612.205005539718 5719.0686926678245),68
8574,11:00,POINT (1505.0349222545558 4297.647966152137),68
8575,02:00,POINT (-4313.3996057027 7621.616990910409),68
8576,07:00,POINT (-475.8177254300129 5261.416899715568),68
8577,16:00,POINT (-3892.3589279376374 5981.622949175995),68
8578,22:00,POINT (-100.81570932262191 3799.2594196304344),68
8579,02:00,POINT (-4516.012364699888 7423.657066568119),68
8580,10:00,POINT (-1674.0198778863198 4251.949560668913),68
8581,22:00,POINT (-3984.8727493916085 6566.67795061826),68
8582,07:00,POINT (598.396778270009 3451.306125670783),68
8583,20:00,POINT (1782.3951213881348 3414.441176959483),68
8584,10:00,POINT (-3193.6998875710497 6673.2355397843685),68
8585,05:00,POINT (-92.60471318609663 5320.25623098304),68
8586,02:00,POINT (-4269.247756972058 5060.722786459932),68
8587,10:00,POINT (-1997.8672790009623 5275.555993612156),68
8588,07:00,POINT (-2373.464334269478 2438.527917877558),68
8589,18:00,POINT (-3002.803352452276 6287.865190925958),68
8590,00:00,POINT (-4239.719365074045 7055.2062989816795),68
8591,20:00,POINT (-4575.355962850468 7098.803639486686),68
8592,20:00,POINT (-1457.3885093196725 2674.8153128865742),68
8593,22:00,POINT (581.8384408333688 3529.4152341625972),68
8594,13:00,POINT (-3303.905261472722 6155.4595545995335),68
8595,00:00,POINT (-4583.176447126485 4729.65080569796),68
8596,22:00,POINT (595.5005918880431 1786.8685911919665),68
8597,05:00,POINT (1771.3275804120506 3341.1956510570362),68
8598,06:00,POINT (2199.8523676887808 5268.126362996234),68
8599,06:00,POINT (2177.9443871208114 5021.823397692597),68
8600,04:00,POINT (-3667.868435242565 4810.214863385205),68
8601,21:00,POINT (-1133.5860016991571 4009.946794086544),68
8602,21:00,POINT (1411.5688050146657 4929.435840811374),68
8603,23:00,POINT (-4512.776657169672 4805.689058320287),68
8604,09:00,POINT (668.7635661265443 1576.3515644285944),68
8605,19:00,POINT (-1601.8745377759506 4738.945967988204),68
8606,06:00,POINT (21.669890256648806 3464.6893415476097),68
8607,21:00,POINT (-749.1181401292539 1654.3332458639254),68
8608,01:00,POINT (-582.4788531048041 6063.40628905503),68
8609,12:00,POINT (-2713.6831458999513 6717.155666232161),68
8610,18:00,POINT (355.6243619780982 5044.255146336895),68
8611,20:00,POINT (1304.2698900555138 3620.7559570413537),68
8612,10:00,POINT (989.5310628324391 3751.9742413256517),68
8613,09:00,POINT (711.9623427808879 4411.291154150413),68
8614,00:00,POINT (732.879247406784 2084.694821357077),68
8615,18:00,POINT (-4184.4086495505 5813.142739444134),68
8616,22:00,POINT (-1662.9076138531102 3423.306359798641),68
8617,10:00,POINT (1265.5947789074503 1238.0169076256582),68
8618,10:00,POINT (987.5278592537037 3799.0985306759057),68
8619,12:00,POINT (862.3838503250334 4403.482976251685),68
8620,19:00,POINT (-366.55809583002826 3615.0051426516643),68
8621,09:00,POINT (-2201.776120299991 5115.189335058318),68
8622,03:00,POINT (-1198.6242486468163 3068.55143298963),68
8623,14:00,POINT (-91.00307736962901 1524.2056166913846),68
8624,22:00,POINT (596.2257073221284 1519.5441978913152),68
8625,19:00,POINT (-1487.49560729855 951.6054633507447),68
8626,20:00,POINT (-4248.819387006125 5788.522023451577),68
8627,21:00,POINT (-2603.385959597968 6600.858147113771),68
8628,00:00,POINT (-4344.171179961426 7514.790455585906),68
8629,05:00,POINT (1573.5085335090662 4042.3890107387842),68
8630,00:00,POINT (-4505.273766616215 7502.373779832186),68
8631,00:00,POINT (-4326.018345568062 7592.440514065467),68
8632,11:00,POINT (647.5629555941641 3601.6552505358823),68
8633,23:00,POINT (1488.943201362342 3319.92292314603),68
8634,00:00,POINT (-4325.195738039542 5005.594829601602),68
8635,14:00,POINT (-3199.6687474204496 6521.704251077293),68
8636,20:00,POINT (-4230.049175257697 5080.401906209619),68
8637,23:00,POINT (-4505.818182471621 7075.035258933246),68
8638,07:00,POINT (-749.1181401292539 1654.3332458639254),67
8639,12:00,POINT (1505.0349222545558 4297.647966152137),67
8640,08:00,POINT (-3785.19785781405 6382.697842343665),67
8641,18:00,POINT (-4373.855410403976 7616.6418731335725),67
8642,14:00,POINT (-3151.8081528722414 5921.3912424167365),67
8643,00:00,POINT (588.24129100483 3475.6105422809355),67
8644,10:00,POINT (2127.116138274304 4838.059210015424),67
8645,10:00,POINT (-3262.8726598545513 5472.9683144739265),67
8646,22:00,POINT (200.30530797883364 1293.7754727507527),67
8647,06:00,POINT (-1682.1128440747607 3815.387676630701),67
8648,12:00,POINT (-1780.238648919174 4574.898275340482),67
8649,19:00,POINT (1011.6371106179822 4572.68963025417),67
8650,22:00,POINT (1831.7873304297461 5320.646245105632),67
8651,01:00,POINT (-1191.055695601558 2563.5297893081547),67
8652,19:00,POINT (-1286.336077813878 3285.447656269636),67
8653,11:00,POINT (-3685.050945556353 6800.57818178281),67
8654,14:00,POINT (-3044.153881078147 5936.2823747088205),67
8655,06:00,POINT (-2363.9819437449723 2583.0203046584083),67
8656,00:00,POINT (577.0627972952155 1807.733517788687),67
8657,18:00,POINT (-1596.1095253257768 3807.2089986005285),67
8658,15:00,POINT (510.5817395377109 1370.868651861271),67
8659,11:00,POINT (-3246.10156673337 5426.103344681935),67
8660,06:00,POINT (-2189.4862839531493 2831.767758541419),67
8661,13:00,POINT (-4161.658284766696 5381.469375934151),67
8662,14:00,POINT (-3222.596809625788 6154.999332253294),67
8663,22:00,POINT (664.1877750440672 3797.8522890989393),67
8664,14:00,POINT (-339.546897736237 1796.0387829811268),67
8665,19:00,POINT (-674.9344716300386 6019.406727515781),67
8666,21:00,POINT (2414.336435689438 5379.863523612927),67
8667,11:00,POINT (-181.82627500051785 3684.6428683961435),67
8668,09:00,POINT (-243.39323064860187 4854.470312161508),67
8669,15:00,POINT (706.4975828465831 4421.162330200467),67
8670,22:00,POINT (-2148.351337289022 2598.646649596783),67
8671,09:00,POINT (-2134.427761720515 5265.774753373798),67
8672,14:00,POINT (-2998.280415606667 6190.6546157793955),67
8673,23:00,POINT (732.879247406784 2084.694821357077),67
8674,07:00,POINT (-4580.76151036574 7147.815350510802),67
8675,21:00,POINT (2142.9119426448406 4759.893826417769),67
8676,19:00,POINT (1240.120830290805 3213.184734365052),67
8677,21:00,POINT (2177.9443871208114 5021.823397692597),67
8678,10:00,POINT (-1662.2439520766068 4191.975918755231),67
8679,19:00,POINT (-1433.577707300243 2587.8384148863092),67
8680,12:00,POINT (-1695.821290454147 4254.762320143031),67
8681,23:00,POINT (-1970.2535978351111 4563.743812385769),67
8682,17:00,POINT (-2618.4758035519317 6616.094271288946),67
8683,18:00,POINT (-4307.0687144620915 6674.080324564559),67
8684,10:00,POINT (-3072.1735371520112 6274.295227635794),67
8685,11:00,POINT (-1766.0209785751254 4396.854420647804),67
8686,10:00,POINT (-3207.834803941882 6521.572982347071),67
8687,18:00,POINT (-4248.819387006125 5788.522023451577),67
8688,08:00,POINT (-1889.0154450620562 4545.040871086306),67
8689,18:00,POINT (-1701.950647608051 5620.022677890126),67
8690,16:00,POINT (-1095.6790911952705 4441.978368201311),67
8691,21:00,POINT (-3901.4835499643664 7457.8475544263565),67
8692,23:00,POINT (-1959.612619667316 2806.5418624505733),67
8693,10:00,POINT (-3325.4300578049183 6177.257001141334),67
8694,20:00,POINT (-3796.1198513891923 6367.922072582076),67
8695,19:00,POINT (-1220.644558831565 3062.0058122699493),67
8696,00:00,POINT (-1191.055695601558 2563.5297893081547),67
8697,01:00,POINT (-1317.8769440429232 3727.078804371119),67
8698,20:00,POINT (-3778.272591852368 7180.856465606073),67
8699,18:00,POINT (-3796.1198513891923 6367.922072582076),67
8700,06:00,POINT (-1706.231669342228 3788.3613135406085),67
8701,10:00,POINT (-330.2603166435059 3686.2783822566425),67
8702,19:00,POINT (-2067.5876958648605 5858.6920376175785),67
8703,15:00,POINT (437.6518999634884 4326.142300989137),67
8704,23:00,POINT (1173.3309459111763 3158.686042666584),67
8705,17:00,POINT (525.0873240468296 4418.827779090524),67
8706,21:00,POINT (-4149.69504894554 7317.352813573793),67
8707,20:00,POINT (-4600.671636552691 7599.163509369166),67
8708,10:00,POINT (-3924.7097182416783 5555.4956262644355),67
8709,14:00,POINT (877.0299938066541 4404.887042954778),67
8710,20:00,POINT (-474.0909044214035 5954.904809593169),67
8711,17:00,POINT (-4428.791834410917 7538.537408091491),67
8712,15:00,POINT (-339.546897736237 1796.0387829811268),67
8713,10:00,POINT (-3968.833842514842 5481.069297801253),67
8714,15:00,POINT (-3311.7516086618925 6147.591301306999),67
8715,00:00,POINT (-2343.405290888888 2874.5936821043138),67
8716,22:00,POINT (-1076.5842362188507 2994.728261285693),67
8717,00:00,POINT (-2348.1177686819206 4595.1383764736265),67
8718,22:00,POINT (-1105.6539039822856 3719.078682907225),67
8719,10:00,POINT (-582.6413374886723 5937.712778665048),67
8720,08:00,POINT (-4011.9094534097976 6936.734607713942),67
8721,08:00,POINT (-1215.1838672982808 3634.241016689522),67
8722,00:00,POINT (-2372.6337444471123 5888.552752859258),67
8723,11:00,POINT (510.48587067778806 1372.2821310932004),67
8724,09:00,POINT (658.7356297698551 3625.4880792356084),67
8725,08:00,POINT (462.0061211139331 4443.447930097371),67
8726,23:00,POINT (1601.3567543010552 4018.464562858439),67
8727,23:00,POINT (1596.9855257378151 4040.0966203931084),67
8728,08:00,POINT (498.19808674885326 1686.7974359495345),67
8729,20:00,POINT (-4184.4086495505 5813.142739444134),67
8730,00:00,POINT (-4524.690918788527 4888.139820285211),67
8731,11:00,POINT (656.2536542797567 3601.6114125171284),67
8732,20:00,POINT (-1433.577707300243 2587.8384148863092),67
8733,06:00,POINT (570.8349402894696 1904.4644507325406),67
8734,09:00,POINT (619.8394690912536 787.3715061500633),67
8735,20:00,POINT (-4558.402779521822 5061.016193730946),67
8736,09:00,POINT (-1586.6487633003874 4155.242980457711),67
8737,15:00,POINT (-3781.4168247410194 5011.643450532744),67
8738,00:00,POINT (-4149.69504894554 7317.352813573793),67
8739,09:00,POINT (242.84118031440676 1108.8269385105305),67
8740,20:00,POINT (1578.7520452307883 4035.5684495070177),67
8741,15:00,POINT (407.027946131314 1044.501645679795),67
8742,22:00,POINT (-1349.3596776839165 2567.781419621334),67
8743,09:00,POINT (1484.932259626414 4029.7950543491843),67
8744,17:00,POINT (-1062.3917750966539 3462.1311770701623),67
8745,09:00,POINT (1383.6879528994941 4821.151381978566),67
8746,22:00,POINT (-3901.4835499643664 7457.8475544263565),67
8747,15:00,POINT (-1579.8946491999689 4171.385649404132),67
8748,23:00,POINT (-4600.671636552691 7599.163509369166),67
8749,09:00,POINT (-642.1881618576853 5924.467407497007),67
8750,09:00,POINT (-910.0901415823956 1333.829870380902),67
8751,21:00,POINT (-1838.89277414828 6219.876127156256),67
8752,20:00,POINT (-662.1165247202181 6037.240811994108),67
8753,13:00,POINT (814.2799524302352 4206.235581858619),67
8754,22:00,POINT (-1524.227967333817 3811.0313075860604),67
8755,07:00,POINT (-1818.7214465805187 6222.698415404001),67
8756,19:00,POINT (-4114.371315827638 5745.267085235094),67
8757,08:00,POINT (-3266.7575817555253 6613.38394303702),67
8758,19:00,POINT (-1911.2298992097242 5810.175885059182),67
8759,19:00,POINT (-1854.0397394533752 6231.1861118124725),67
8760,07:00,POINT (-2286.0445170956937 5007.434540608557),67
8761,15:00,POINT (-279.32422568126896 5134.834006597223),67
8762,22:00,POINT (-1199.6935402565507 2912.16419585481),67
8763,23:00,POINT (-718.0913986877977 6350.069650231923),67
8764,17:00,POINT (-4594.621089341681 4844.792221097786),67
8765,20:00,POINT (1495.8455901318048 3320.5815298143275),67
8766,15:00,POINT (-3202.8272737362554 7148.5314328992845),67
8767,23:00,POINT (-694.5856243594246 4887.887968912156),67
8768,23:00,POINT (-68.03672015984428 4500.638259876133),67
8769,17:00,POINT (-471.31460839871494 5770.685051006932),67
8770,22:00,POINT (-4074.885984570834 5087.873886877568),67
8771,22:00,POINT (-3374.8893316173194 5182.102545381883),67
8772,18:00,POINT (2073.8637698881444 4940.4130254975),67
8773,20:00,POINT (1311.5125194359287 3615.960574934571),67
8774,13:00,POINT (413.840000705876 1194.128694228948),67
8775,22:00,POINT (-1310.861852736133 2692.6034016285234),67
8776,18:00,POINT (18.358412861556058 94.94395411560458),67
8777,21:00,POINT (-378.51736739121276 5271.07121092306),67
8778,09:00,POINT (-1662.9323974961196 4172.542757411849),67
8779,08:00,POINT (-1418.1155807588502 4456.839300117369),67
8780,23:00,POINT (577.0627972952155 1807.733517788687),67
8781,23:00,POINT (-2534.9703034763043 4564.285809488242),67
8782,09:00,POINT (-3299.3334371651517 6198.751974891041),67
8783,21:00,POINT (-2407.044546962462 6202.412382551722),67
8784,18:00,POINT (-4575.355962850468 7098.803639486686),67
8785,12:00,POINT (-2202.8511811413473 4282.734841663842),67
8786,17:00,POINT (-1541.3231057723094 5600.609909304979),67
8787,09:00,POINT (-3303.392642956201 7144.399306259736),67
8788,06:00,POINT (-4233.524480421785 5367.960831846991),67
8789,06:00,POINT (-4358.880233143497 7565.133607923599),67
8790,23:00,POINT (341.1115359914733 4747.94016263901),67
8791,11:00,POINT (980.4293816131983 4103.072044148652),67
8792,20:00,POINT (-2442.898391244556 2567.7615772184154),67
8793,06:00,POINT (-4447.537454306273 5154.656607367594),67
8794,10:00,POINT (-3763.246122738002 5269.568448372772),67
8795,20:00,POINT (-2407.044546962462 6202.412382551722),67
8796,10:00,POINT (233.5502362928224 1106.2325777315136),67
8797,21:00,POINT (581.8384408333688 3529.4152341625972),67
8798,09:00,POINT (-1675.349175643068 4250.2140688078825),67
8799,07:00,POINT (11.640180370107526 5229.4637979914505),67
8800,09:00,POINT (-3084.0008388266892 6629.058944506652),67
8801,09:00,POINT (-3147.974250765673 6622.68766898617),67
8802,09:00,POINT (-3192.799946843738 7164.074544663925),67
8803,20:00,POINT (-2523.7603877536035 4536.050220542302),67
8804,21:00,POINT (461.88922506853726 2227.657308829264),67
8805,18:00,POINT (-4507.892057542517 4987.942961995617),67
8806,10:00,POINT (-3449.708660698953 6850.324852178917),67
8807,10:00,POINT (-1508.6027856408086 4259.5666879032215),67
8808,10:00,POINT (-3465.522503983665 6859.66312467438),67
8809,11:00,POINT (-1671.9221658970364 4177.139513718423),67
8810,07:00,POINT (-3936.1876158302457 7271.129637843973),67
8811,12:00,POINT (-829.1255898203589 4778.0827105527105),67
8812,22:00,POINT (-1837.5939136403147 6234.563888603619),67
8813,08:00,POINT (-483.6070831695373 5757.9034671816335),67
8814,06:00,POINT (-3624.1610921193574 5661.511861934462),67
8815,18:00,POINT (-1178.7526125714032 4466.470304755871),67
8816,21:00,POINT (-3861.2079592340287 7444.404782879035),67
8817,10:00,POINT (33.6672240334118 1254.5552718204597),67
8818,17:00,POINT (-1526.8889347157697 5940.367229053723),67
8819,08:00,POINT (242.84118031440676 1108.8269385105305),67
8820,23:00,POINT (-3667.868435242565 4810.214863385205),67
8821,21:00,POINT (-372.8116493477661 3625.3493881962586),67
8822,10:00,POINT (-792.7216062362415 4950.774796128136),67
8823,19:00,POINT (-2363.9819437449723 2583.0203046584083),67
8824,20:00,POINT (-3922.3192055363775 7273.23458390468),67
8825,19:00,POINT (-492.19148900910426 3560.5339487903107),67
8826,10:00,POINT (-3827.296867237016 5134.0296984569895),67
8827,14:00,POINT (1132.8453468169039 4372.268554049141),67
8828,06:00,POINT (1794.856951027348 3435.370711304074),67
8829,19:00,POINT (-3667.868435242565 4810.214863385205),67
8830,14:00,POINT (-1761.080407146574 4254.025909983129),67
8831,20:00,POINT (-4082.113966624071 7403.398656687532),67
8832,20:00,POINT (-199.80739778198915 1611.731282035355),67
8833,14:00,POINT (-1738.482991207535 5932.7403027484415),67
8834,15:00,POINT (-4601.4574968595225 4645.288401941674),67
8835,00:00,POINT (-562.086846930087 4876.617948618355),67
8836,23:00,POINT (-3392.3560445747407 7146.532919570891),67
8837,23:00,POINT (21.669890256648806 3464.6893415476097),67
8838,19:00,POINT (-3298.2315275483497 6628.97049603114),67
8839,11:00,POINT (970.2757116716812 3799.886358697674),67
8840,19:00,POINT (-3327.5096498895246 7637.441387708559),67
8841,06:00,POINT (-496.78679320129623 1847.4222323734825),67
8842,13:00,POINT (-1094.3473960861036 4903.664078261315),67
8843,09:00,POINT (-3568.410433394548 6630.802375054001),67
8844,21:00,POINT (-3612.205005539718 5719.0686926678245),67
8845,23:00,POINT (-3389.8605896499735 7142.504036313241),67
8846,20:00,POINT (-2363.9819437449723 2583.0203046584083),67
8847,09:00,POINT (-3689.5146316715504 6536.900534849505),67
8848,11:00,POINT (-4010.3611907709446 6960.708567610258),67
8849,14:00,POINT (-77.47564616657357 1408.9788278552737),67
8850,00:00,POINT (-68.03672015984428 4500.638259876133),67
8851,00:00,POINT (-1826.9485604325616 5804.561777536771),67
8852,19:00,POINT (-1107.227708359132 3065.5453427229895),67
8853,19:00,POINT (-2609.8899384101264 6585.511459693846),67
8854,01:00,POINT (222.2585412131388 1810.2952358591588),67
8855,03:00,POINT (-1210.3610147505167 2377.388407807117),67
8856,01:00,POINT (489.19366279893705 2274.4476149298566),67
8857,08:00,POINT (-2207.06167582333 3457.0731600799245),67
8858,05:00,POINT (-4600.671636552691 7599.163509369166),67
8859,05:00,POINT (1299.4420599853365 4453.380068639174),67
8860,16:00,POINT (-1887.014667431919 4573.030953174514),67
8861,23:00,POINT (-100.81570932262191 3799.2594196304344),67
8862,05:00,POINT (-2630.783016001132 6800.934447707431),67
8863,08:00,POINT (-561.2541452995672 4861.258086269467),67
8864,05:00,POINT (569.8744106571446 1690.2099782193063),67
8865,12:00,POINT (613.7912253910998 2558.4235647890227),67
8866,12:00,POINT (597.7592731798527 3631.8598904012224),67
8867,08:00,POINT (-1970.3554638267615 4033.443715601267),67
8868,10:00,POINT (-1984.9886906891024 4669.5233911107425),67
8869,04:00,POINT (-1438.2332547539638 2611.748276217267),67
8870,05:00,POINT (1820.5398221455368 4460.839370202472),67
8871,19:00,POINT (18.358412861556058 94.94395411560458),67
8872,03:00,POINT (-1967.1149997734103 4806.034424227536),67
8873,23:00,POINT (-1338.6719765317941 2695.8276623978604),67
8874,04:00,POINT (-2468.148390759473 2592.982162798257),67
8875,06:00,POINT (-1111.6681871148942 3811.427686026674),67
8876,03:00,POINT (596.2257073221284 1519.5441978913152),67
8877,02:00,POINT (-2649.3445007286064 6609.726396120516),67
8878,05:00,POINT (-417.50580539630477 1764.048197531049),67
8879,23:00,POINT (-1317.8769440429232 3727.078804371119),67
8880,20:00,POINT (-3370.8429066942085 5184.208775688826),67
8881,13:00,POINT (-3334.5097347198625 5315.440578670797),67
8882,04:00,POINT (1299.4420599853365 4453.380068639174),67
8883,01:00,POINT (-4595.432949602926 7155.395160505548),67
8884,05:00,POINT (-3612.205005539718 5719.0686926678245),67
8885,05:00,POINT (-4074.885984570834 5087.873886877568),67
8886,04:00,POINT (-1747.9791595503464 5706.133863082172),67
8887,05:00,POINT (-1100.628103356437 2991.8794309319906),67
8888,05:00,POINT (358.35270133922876 5055.26014712158),67
8889,01:00,POINT (-4586.735738478009 4825.654095360672),67
8890,18:00,POINT (-4111.228124587779 6982.239843024943),67
8891,04:00,POINT (-4136.416495700393 5281.823377293267),67
8892,21:00,POINT (-744.0119196297343 5533.855381228612),67
8893,12:00,POINT (510.5817395377109 1370.868651861271),67
8894,05:00,POINT (2468.027310102608 5208.8512655235245),67
8895,10:00,POINT (-2148.9164297324896 5268.722815540493),67
8896,23:00,POINT (-1460.1537460532932 955.2875318639223),67
8897,20:00,POINT (-3002.803352452276 6287.865190925958),67
8898,01:00,POINT (1219.2110639210114 3499.3456481089634),67
8899,05:00,POINT (-1408.9754669453816 2152.8950479975415),67
8900,03:00,POINT (-4595.432949602926 7155.395160505548),67
8901,03:00,POINT (-4083.819513614072 6495.298877014566),67
8902,01:00,POINT (563.1687882586755 1795.5555172479515),67
8903,05:00,POINT (-4586.735738478009 4825.654095360672),67
8904,04:00,POINT (-1365.3963317673674 2609.930612964088),67
8905,21:00,POINT (117.97788957121428 499.5218858411952),67
8906,08:00,POINT (-751.6089898543096 5438.682124418379),67
8907,05:00,POINT (1677.934762896425 3228.4322363187243),67
8908,23:00,POINT (-1633.597605779784 3422.9740213323944),67
8909,18:00,POINT (-3903.194075780787 5967.8369837734845),67
8910,23:00,POINT (-1394.1368291910871 4668.442933309888),66
8911,14:00,POINT (-1099.4964636673494 4466.941850849037),66
8912,22:00,POINT (-3624.1610921193574 5661.511861934462),66
8913,09:00,POINT (879.4367101326411 1366.4044166277695),66
8914,08:00,POINT (-3321.0973637636125 6197.96609513331),66
8915,03:00,POINT (-3374.8893316173194 5182.102545381883),66
8916,00:00,POINT (-2278.2062561994644 3050.7139245482304),66
8917,08:00,POINT (-3862.0989834424167 5660.397480013821),66
8918,18:00,POINT (-4220.201403279257 5010.085908859293),66
8919,11:00,POINT (440.2961315211313 4434.617828577074),66
8920,18:00,POINT (-674.9344716300386 6019.406727515781),66
8921,10:00,POINT (-1586.6487633003874 4155.242980457711),66
8922,10:00,POINT (-910.0901415823956 1333.829870380902),66
8923,19:00,POINT (-1225.0703854340638 3499.7348054553504),66
8924,07:00,POINT (-1737.924812329188 3688.8359198536705),66
8925,18:00,POINT (-1519.3702437168022 3807.221615008737),66
8926,01:00,POINT (-2300.3377558350776 5042.222403181147),66
8927,10:00,POINT (-3287.9859105645796 6336.385399483458),66
8928,23:00,POINT (-474.0909044214035 5954.904809593169),66
8929,10:00,POINT (-89.31356174402559 1416.8040939440418),66
8930,16:00,POINT (-903.9851200898735 1585.1394786781782),66
8931,02:00,POINT (-3543.1738793540267 7170.791833510142),66
8932,04:00,POINT (-3245.5300718420303 7821.789455282468),66
8933,13:00,POINT (-817.6310988867782 5039.5618199686605),66
8934,07:00,POINT (-1677.7407737800065 4184.57704540928),66
8935,00:00,POINT (580.5195669633262 3735.05475997133),66
8936,21:00,POINT (-2000.317889360325 4556.13330885273),66
8937,21:00,POINT (-3406.134480646205 7307.143561429393),66
8938,20:00,POINT (-2724.6277665310454 6866.2081834436985),66
8939,19:00,POINT (-4134.2864924654805 7410.603923315937),66
8940,17:00,POINT (-2113.578241717062 5794.9011230812785),66
8941,12:00,POINT (-658.3065800043911 3643.113855150418),66
8942,13:00,POINT (-1020.9014418824669 3720.5057617950456),66
8943,19:00,POINT (1305.0254988424501 3611.747815603176),66
8944,07:00,POINT (2113.146319828208 5099.0139780453665),66
8945,07:00,POINT (1771.3275804120506 3341.1956510570362),66
8946,08:00,POINT (-790.7203168839654 4934.389468213839),66
8947,13:00,POINT (-1600.59536747128 4157.285245033352),66
8948,23:00,POINT (-1189.5514924340619 2890.7553818484876),66
8949,12:00,POINT (-3706.750484206625 6542.759705091621),66
8950,06:00,POINT (-2731.2365717615 6843.267689579297),66
8951,18:00,POINT (-525.4829433610961 5221.482766829596),66
8952,10:00,POINT (647.5629555941641 3601.6552505358823),66
8953,06:00,POINT (-1703.8331328252648 1839.326639110795),66
8954,23:00,POINT (-3951.303099272169 5660.641175195469),66
8955,12:00,POINT (-2195.364097391952 3585.812834382201),66
8956,00:00,POINT (-4506.908302142971 5130.2781800456805),66
8957,17:00,POINT (-3897.4787040057145 5975.040966458688),66
8958,05:00,POINT (2073.8637698881444 4940.4130254975),66
8959,14:00,POINT (-3039.238477171517 6282.433896963246),66
8960,12:00,POINT (-3303.392642956201 7144.399306259736),66
8961,20:00,POINT (-4449.477643097176 7416.196113468578),66
8962,09:00,POINT (-1978.418987244645 4261.092058094551),66
8963,19:00,POINT (-3776.001523423852 7147.410788344418),66
8964,03:00,POINT (2113.146319828208 5099.0139780453665),66
8965,10:00,POINT (-3934.043408905449 5563.372482342226),66
8966,15:00,POINT (-1997.081951666423 4184.067875693421),66
8967,15:00,POINT (-3730.9562941257122 6350.412769687471),66
8968,12:00,POINT (-3578.3954099818543 6187.319254938665),66
8969,10:00,POINT (-1981.0615602404691 4686.767737492709),66
8970,09:00,POINT (-2376.548771362833 5212.036957888324),66
8971,09:00,POINT (-779.0117091984953 4927.795064334497),66
8972,20:00,POINT (-4398.2543834565 4637.204365012328),66
8973,05:00,POINT (-4573.219385707392 7166.01434300447),66
8974,09:00,POINT (-782.8905310061416 3992.5134090611436),66
8975,22:00,POINT (-96.88218281710921 3495.6462568131997),66
8976,20:00,POINT (-3411.7730384111137 6038.17062412),66
8977,09:00,POINT (746.0658366878414 1387.7991789818198),66
8978,09:00,POINT (-2231.551636154529 5094.893611490335),66
8979,23:00,POINT (-1662.166147963861 6058.983160804273),66
8980,22:00,POINT (-2384.220843707006 2870.4897426167495),66
8981,10:00,POINT (-3214.461804041242 6564.268294774187),66
8982,15:00,POINT (980.6244872604117 3814.4871485429453),66
8983,10:00,POINT (706.4975828465831 4421.162330200467),66
8984,15:00,POINT (-1783.9202936066008 4574.651654561046),66
8985,05:00,POINT (-1338.6352399471666 2154.9030760794763),66
8986,22:00,POINT (-1142.1337111008247 3196.0977945056115),66
8987,22:00,POINT (507.67823222944736 1468.4914493644562),66
8988,22:00,POINT (-68.03672015984428 4500.638259876133),66
8989,20:00,POINT (-4594.189827172081 7162.874955028137),66
8990,00:00,POINT (-1218.0484947359735 3213.228538710721),66
8991,05:00,POINT (-2060.173078226845 2741.7778823512554),66
8992,14:00,POINT (-453.4124228004402 3622.937989505776),66
8993,08:00,POINT (668.7635661265443 1576.3515644285944),66
